fare_amount,tip_amount,tolls_amount,mta_tax,tpep_dropoff_datetime,payment_type,cluster,VendorID,tpep_pickup_datetime,dropoff_latitude,passenger_count,RatecodeID,total_amount
17.0,3.56,0.0,0.5,326,1,2,2,219,40.76687241,1,1,21.36
5.0,1.16,0.0,0.5,307,1,0,2,219,40.76376724,1,1,6.96
6.0,0.0,0.0,0.5,309,2,0,2,219,40.72930145,1,1,6.8
17.0,2.0,0.0,0.5,324,1,2,2,219,40.74352264,2,1,19.8
9.5,0.0,0.0,0.5,316,2,0,2,219,40.74403381,5,1,10.3
9.5,1.0,0.0,0.5,315,1,0,2,219,40.7638588,1,1,11.3
11.0,1.5,0.0,0.5,318,1,0,2,219,40.75945663,1,1,13.3
9.0,0.0,0.0,0.5,313,1,0,2,219,40.78550339,5,1,9.8
7.0,0.0,0.0,0.5,310,2,0,2,219,40.78824615,1,1,7.8
5.5,1.26,0.0,0.5,308,1,0,2,219,40.73221588,1,1,7.56
32.0,3.0,0.0,0.5,336,1,2,2,219,40.71088028,2,1,35.8
4.0,0.0,0.0,0.5,305,2,0,2,219,40.74052048,1,1,4.8
7.0,1.56,0.0,0.5,311,1,0,2,219,40.76460266,1,1,9.36
5.0,0.0,0.0,0.5,307,2,0,2,219,40.7533226,2,1,5.8
11.0,2.36,0.0,0.5,316,1,0,2,219,40.76412964,2,1,14.16
14.5,1.5,0.0,0.5,325,1,0,2,219,40.75427628,1,1,16.8
17.0,2.0,0.0,0.5,328,1,0,2,219,40.7583313,6,1,19.8
11.5,0.0,0.0,0.5,319,2,0,2,219,40.76733017,6,1,12.3
24.5,0.0,0.0,0.5,340,2,2,2,219,40.78276062,1,1,25.3
11.0,0.0,0.0,0.5,320,2,0,2,219,40.75857925,1,1,11.8
6.0,2.04,0.0,0.5,310,1,0,2,219,40.75058746,1,1,8.84
11.0,0.0,0.0,0.5,319,2,0,2,219,40.78178024,2,1,11.8
9.0,3.0,0.0,0.5,315,1,0,2,219,40.75115967,4,1,12.8
6.5,1.0,0.0,0.5,308,1,0,2,219,40.74145126,2,1,8.3
9.0,0.0,0.0,0.5,313,2,0,2,219,40.79164124,5,1,9.8
6.0,0.0,0.0,0.5,308,2,0,2,219,40.78062057,5,1,6.8
8.0,0.0,0.0,0.5,312,2,0,2,219,40.76296997,1,1,8.8
13.0,1.0,0.0,0.5,320,1,0,2,219,40.73761368,1,1,14.8
8.0,2.2,0.0,0.5,312,1,0,2,219,40.75388718,2,1,11.0
9.5,2.06,0.0,0.5,316,1,0,2,219,40.75785065,1,1,12.36
11.0,2.0,0.0,0.5,317,1,0,2,219,40.75003815,3,1,13.8
10.0,2.16,0.0,0.5,315,1,0,2,219,40.76615143,5,1,12.96
4.0,0.72,0.0,0.5,305,1,0,2,219,40.7372818,1,1,5.52
20.0,4.16,0.0,0.5,330,1,2,2,219,40.76057816,1,1,24.96
11.0,2.36,0.0,0.5,319,1,0,2,219,40.75410843,1,1,14.16
6.0,2.04,0.0,0.5,308,1,0,2,219,40.74279022,1,1,8.84
5.5,1.26,0.0,0.5,308,1,0,2,219,40.74697113,1,1,7.56
13.5,1.5,0.0,0.5,322,1,0,2,219,40.74171829,1,1,15.8
13.5,2.86,0.0,0.5,317,1,2,2,219,40.73448181,1,1,17.16
8.5,0.0,0.0,0.5,315,2,0,2,219,40.75947571,6,1,9.3
6.5,0.0,0.0,0.5,311,2,0,2,219,40.76532745,1,1,7.3
14.0,2.96,0.0,0.5,321,1,0,2,219,40.78858948,1,1,17.76
8.0,0.0,0.0,0.5,313,2,0,2,219,40.74767685,1,1,8.8
7.5,0.0,0.0,0.5,313,1,0,2,219,40.7551918,1,1,8.3
5.5,1.89,0.0,0.5,308,1,0,2,219,40.75904846,1,1,8.19
12.5,2.66,0.0,0.5,320,1,0,2,219,40.78010941,1,1,15.96
30.5,7.82,0.0,0.5,334,1,2,2,219,40.84165192,1,1,39.12
5.0,0.0,0.0,0.5,306,2,0,2,219,40.78742599,1,1,5.8
15.5,3.26,0.0,0.5,324,1,0,2,219,40.75788879,1,1,19.56
11.0,0.0,0.0,0.5,317,2,0,2,219,40.75579071,2,1,11.8
9.0,1.0,0.0,0.5,315,1,0,2,219,40.75561142,6,1,10.8
8.5,1.86,0.0,0.5,314,1,0,2,219,40.77072525,2,1,11.16
15.0,0.0,0.0,0.5,323,2,0,2,219,40.75507355,2,1,15.8
3.5,1.29,0.0,0.5,305,1,0,2,219,40.78840637,6,1,5.59
8.0,2.2,0.0,0.5,314,1,0,2,219,40.72008896,1,1,11.0
8.0,0.0,0.0,0.5,313,2,0,2,219,40.74651337,1,1,8.8
9.0,2.45,0.0,0.5,319,1,0,2,219,40.73191833,1,1,12.25
7.5,1.66,0.0,0.5,312,1,0,2,219,40.76441956,1,1,9.96
23.0,5.95,0.0,0.5,325,1,2,2,219,40.70677948,1,1,29.75
10.0,2.16,0.0,0.5,314,1,0,2,219,40.72273254,6,1,12.96
10.5,1.2,0.0,0.5,317,1,0,2,219,40.7588768,1,1,12.5
16.5,1.0,0.0,0.5,329,1,0,2,219,40.76688766,4,1,18.3
22.5,4.0,0.0,0.5,320,1,2,2,219,40.70344162,1,1,27.3
7.0,1.56,0.0,0.5,309,1,0,2,219,40.7783165,1,1,9.36
5.5,0.0,0.0,0.5,309,2,0,2,219,40.72318649,6,1,6.3
15.5,3.26,0.0,0.5,326,1,0,2,219,40.76887512,1,1,19.56
9.5,2.06,0.0,0.5,316,1,0,2,219,40.75157547,2,1,12.36
5.5,1.26,0.0,0.5,309,1,0,2,219,40.76488113,1,1,7.56
5.0,0.5,0.0,0.5,308,1,0,2,219,40.70935822,2,1,6.3
8.0,1.76,0.0,0.5,312,1,0,2,219,40.75030518,5,1,10.56
29.0,5.96,0.0,0.5,333,1,2,2,219,40.84267807,1,1,35.76
9.0,0.8,0.0,0.5,315,1,0,2,219,40.73312378,5,1,10.6
21.5,4.46,0.0,0.5,323,1,2,2,219,40.71685028,2,1,26.76
6.0,0.0,0.0,0.5,309,2,0,2,219,40.7816124,1,1,6.8
6.5,1.46,0.0,0.5,310,1,0,2,219,40.7665062,1,1,8.76
16.5,1.5,0.0,0.5,323,1,2,2,219,40.76541901,1,1,18.8
8.0,1.76,0.0,0.5,314,1,0,2,219,40.75488281,1,1,10.56
6.0,2.0,0.0,0.5,307,1,0,2,219,40.79455948,1,1,8.8
7.5,1.66,0.0,0.5,312,1,0,2,219,40.76446152,6,1,9.96
10.5,2.26,0.0,0.5,314,1,0,2,219,40.75014877,3,1,13.56
8.5,1.4,0.0,0.5,315,1,0,2,219,40.75373077,5,1,10.7
5.0,1.16,0.0,0.5,308,1,0,2,219,40.72712708,1,1,6.96
22.5,7.21,5.54,0.5,321,1,2,2,219,40.73889923,1,1,36.05
10.0,0.0,0.0,0.5,316,2,0,2,219,40.7659111,5,1,10.8
8.0,0.0,0.0,0.5,312,2,0,2,219,40.74534225,1,1,8.8
4.5,0.0,0.0,0.5,306,1,0,2,219,40.77891159,1,1,5.3
9.0,0.0,0.0,0.5,315,2,0,2,219,40.76514053,1,1,9.8
11.5,2.46,0.0,0.5,319,1,0,2,219,40.75505066,1,1,14.76
19.5,3.0,0.0,0.5,321,1,2,2,219,40.70336914,1,1,23.3
17.5,1.2,0.0,0.5,318,1,2,2,219,40.70195389,2,1,19.5
11.0,0.0,0.0,0.5,316,2,0,2,219,40.71591187,5,1,11.8
3.5,3.0,0.0,0.5,304,1,0,2,219,40.7410202,1,1,7.3
18.5,3.86,0.0,0.5,325,1,2,2,219,40.72319031,2,1,23.16
6.0,1.0,0.0,0.5,309,1,0,2,219,40.73802185,1,1,7.8
6.5,0.0,0.0,0.5,310,1,0,2,219,40.80395889,1,1,7.3
30.0,4.7,0.0,0.5,334,1,2,2,219,40.71120834,1,1,35.5
13.5,2.86,0.0,0.5,318,1,0,2,219,40.70577621,1,1,17.16
13.5,0.0,0.0,0.5,322,2,0,2,219,40.75509262,1,1,14.3
23.0,0.0,0.0,0.5,340,2,2,2,219,40.74629974,2,1,23.8
7.5,1.66,0.0,0.5,313,1,0,2,219,40.76213455,1,1,9.96
7.0,0.0,0.0,0.5,311,2,0,2,219,40.7663002,5,1,7.8
14.0,2.96,0.0,0.5,323,1,0,2,219,40.75247955,1,1,17.76
13.0,3.45,0.0,0.5,323,1,0,2,219,40.75761414,1,1,17.25
16.5,1.0,0.0,0.5,330,1,0,2,219,40.75825882,5,1,18.3
9.0,2.94,0.0,0.5,314,1,0,2,219,40.76359558,1,1,12.74
27.0,4.0,0.0,0.5,349,1,2,2,219,40.73912048,1,1,31.8
6.0,0.68,0.0,0.5,310,1,0,2,219,40.7251091,2,1,7.48
6.0,1.36,0.0,0.5,309,1,0,2,219,40.73859024,5,1,8.16
20.5,4.26,0.0,0.5,328,1,2,2,219,40.75679016,5,1,25.56
16.0,2.75,0.0,0.5,325,1,2,2,219,40.75812149,1,1,19.55
9.0,0.0,0.0,0.5,314,2,0,2,219,40.77317047,5,1,9.8
7.0,1.56,0.0,0.5,312,1,0,2,219,40.74906158,1,1,9.36
8.5,0.0,0.0,0.5,314,2,0,2,219,40.75544357,2,1,9.3
11.5,2.46,0.0,0.5,318,1,0,2,219,40.76647186,1,1,14.76
7.5,1.66,0.0,0.5,311,1,0,2,219,40.74956894,5,1,9.96
20.5,4.26,0.0,0.5,331,1,2,2,219,40.75090027,5,1,25.56
6.0,1.7,0.0,0.5,310,1,0,2,219,40.75292969,1,1,8.5
20.0,6.24,0.0,0.5,327,1,2,2,219,40.75302124,1,1,27.04
23.5,1.5,0.0,0.5,330,1,2,2,219,40.71455002,1,1,25.8
10.5,2.82,0.0,0.5,317,1,0,2,219,40.75299835,1,1,14.12
22.0,1.5,0.0,0.5,332,1,2,2,219,40.7220459,1,1,24.3
5.0,1.16,0.0,0.5,307,1,0,2,219,40.76070023,4,1,6.96
8.5,1.0,0.0,0.5,312,1,0,2,219,40.73088074,1,1,10.3
11.0,2.0,0.0,0.5,319,1,0,2,219,40.75893021,1,1,13.8
13.5,2.86,0.0,0.5,324,1,0,2,219,40.76131821,5,1,17.16
6.0,0.0,0.0,0.5,309,1,0,2,219,40.74002075,1,1,6.8
6.0,1.7,0.0,0.5,310,1,0,2,219,40.72156143,1,1,8.5
5.0,1.45,0.0,0.5,310,1,0,2,219,40.76425934,1,1,7.25
11.0,2.36,0.0,0.5,318,1,0,2,219,40.75199509,2,1,14.16
6.5,0.0,0.0,0.5,309,1,0,2,219,40.80422974,1,1,7.3
8.0,1.0,0.0,0.5,313,1,0,2,219,40.76294327,1,1,9.8
32.0,5.0,5.54,0.5,344,1,1,2,219,40.74544144,1,1,43.34
10.5,0.0,0.0,0.5,315,2,0,2,219,40.78469467,1,1,11.3
5.0,0.0,0.0,0.5,307,2,0,2,219,40.77290726,6,1,5.8
7.5,1.0,0.0,0.5,311,1,0,2,219,40.78010178,2,1,9.3
8.5,1.86,0.0,0.5,314,1,0,2,219,40.75960922,2,1,11.16
10.5,0.0,0.0,0.5,318,2,0,2,219,40.77301025,1,1,11.3
7.0,1.56,0.0,0.5,311,1,0,2,219,40.73736954,1,1,9.36
8.0,0.8,0.0,0.5,313,1,0,2,219,40.76939011,1,1,9.6
9.0,1.96,0.0,0.5,313,1,0,2,219,40.76725388,1,1,11.76
7.5,0.0,0.0,0.5,312,2,0,2,219,40.73062515,1,1,8.3
6.0,1.36,0.0,0.5,309,1,0,2,219,40.76892853,3,1,8.16
12.5,3.32,0.0,0.5,318,1,0,2,219,40.70491791,1,1,16.62
11.0,0.0,0.0,0.5,320,2,0,2,219,40.75637817,1,1,11.8
20.5,3.0,0.0,0.5,325,1,2,2,219,40.78387833,6,1,24.3
14.0,0.0,0.0,0.5,323,2,0,2,219,40.76211166,6,1,14.8
13.0,2.76,0.0,0.5,322,1,0,2,219,40.75355148,2,1,16.56
26.0,3.5,0.0,0.5,342,1,2,2,219,40.74167633,1,1,30.3
6.5,1.82,0.0,0.5,311,1,0,2,219,40.71091843,2,1,9.12
7.0,1.0,0.0,0.5,311,1,0,2,219,40.74972153,1,1,8.8
7.5,1.66,0.0,0.5,313,1,0,2,219,40.74533081,5,1,9.96
6.5,1.1,0.0,0.5,311,1,0,2,219,40.79287338,5,1,8.4
5.5,0.0,0.0,0.5,308,2,0,2,219,40.78348923,2,1,6.3
13.5,2.86,0.0,0.5,322,1,0,2,219,40.76296234,2,1,17.16
12.5,3.32,0.0,0.5,322,1,0,2,219,40.69195938,6,1,16.62
7.0,1.95,0.0,0.5,311,1,0,2,219,40.74283218,1,1,9.75
8.5,2.79,0.0,0.5,311,1,0,2,219,40.77809906,1,1,12.09
18.5,0.0,0.0,0.5,325,2,2,2,219,40.78569794,3,1,19.3
7.5,0.0,0.0,0.5,311,2,0,2,219,40.77232742,1,1,8.3
14.0,3.7,0.0,0.5,324,1,0,2,219,40.77651978,4,1,18.5
12.0,2.56,0.0,0.5,321,1,0,2,219,40.76272202,6,1,15.36
15.5,0.0,0.0,0.5,326,2,0,2,219,40.77407074,1,1,16.3
12.0,2.56,0.0,0.5,321,1,0,2,219,40.75836945,1,1,15.36
11.0,2.36,0.0,0.5,314,1,0,2,219,40.69617844,1,1,14.16
24.0,4.0,0.0,0.5,330,1,2,2,219,40.70378494,1,1,28.8
5.0,0.0,0.0,0.5,308,2,0,2,219,40.75367737,1,1,5.8
17.0,2.5,0.0,0.5,330,1,0,2,219,40.75222015,1,1,20.3
12.5,2.0,0.0,0.5,321,1,0,2,219,40.7718544,1,1,15.3
10.0,0.0,0.0,0.5,318,1,0,2,219,40.76255035,2,1,10.8
17.0,2.0,0.0,0.5,329,1,0,2,219,40.76409149,1,1,19.8
4.5,1.06,0.0,0.5,307,1,0,2,219,40.78048325,1,1,6.36
12.0,3.2,0.0,0.5,319,1,0,2,219,40.76589966,1,1,16.0
5.5,1.58,0.0,0.5,308,1,0,2,219,40.73054886,1,1,7.88
9.5,0.0,0.0,0.5,315,2,0,2,219,40.72888947,5,1,10.3
9.5,1.54,0.0,0.5,314,1,0,2,219,40.78887177,1,1,11.84
5.5,0.6,0.0,0.5,309,1,0,2,219,40.76451111,1,1,6.9
16.0,3.36,0.0,0.5,330,1,0,2,219,40.75714874,1,1,20.16
6.5,1.2,0.0,0.5,310,1,0,2,219,40.75556946,3,1,8.5
7.5,2.49,0.0,0.5,313,1,0,2,219,40.75212097,1,1,10.79
8.5,1.0,0.0,0.5,312,1,0,2,219,40.71341705,4,1,10.3
25.0,6.27,5.54,0.5,324,1,2,2,219,40.77421188,1,1,37.61
19.5,4.06,0.0,0.5,335,1,2,2,219,0.0,2,1,24.36
8.5,1.86,0.0,0.5,313,1,0,2,219,40.73874664,5,1,11.16
9.5,2.06,0.0,0.5,316,1,0,2,219,40.76461029,5,1,12.36
5.0,0.7,0.0,0.5,307,1,0,2,219,40.7804718,1,1,6.5
9.0,1.96,0.0,0.5,314,1,0,2,219,40.77452087,1,1,11.76
4.0,0.0,0.0,0.5,307,2,0,2,219,40.79730225,1,1,4.8
9.0,1.96,0.0,0.5,314,1,0,2,219,40.72550964,2,1,11.76
5.5,0.0,0.0,0.5,307,2,0,2,219,40.71078491,5,1,6.3
8.0,1.76,0.0,0.5,313,1,0,2,219,40.74500656,1,1,10.56
25.5,0.0,0.0,0.5,327,2,2,2,219,40.70222855,6,1,26.3
6.0,1.0,0.0,0.5,308,1,0,2,219,40.7292099,5,1,7.8
14.5,2.5,0.0,0.5,325,1,0,2,219,40.75497055,2,1,17.8
11.5,2.46,0.0,0.5,317,1,0,2,219,40.78002167,6,1,14.76
7.0,1.0,0.0,0.5,313,1,0,2,219,40.75056076,1,1,8.8
6.5,1.46,0.0,0.5,311,1,0,2,219,40.73733139,1,1,8.76
10.5,2.26,0.0,0.5,317,1,0,2,220,40.73769379,6,1,13.56
17.5,2.7,0.0,0.5,331,1,2,2,220,40.75276947,1,1,21.0
10.0,1.0,0.0,0.5,316,1,0,2,220,40.73682022,1,1,11.8
17.5,1.0,0.0,0.5,333,1,0,2,220,40.71627808,3,1,19.3
12.5,2.66,0.0,0.5,322,1,0,2,220,40.74946594,4,1,15.96
16.0,2.0,0.0,0.5,325,1,0,2,220,40.72846603,1,1,18.8
14.0,0.0,0.0,0.5,322,2,0,2,220,40.78020859,1,1,14.8
11.5,2.46,0.0,0.5,319,1,0,2,220,40.77010727,2,1,14.76
7.5,0.0,0.0,0.5,312,2,0,2,220,40.73957062,2,1,8.3
8.5,1.86,0.0,0.5,314,1,0,2,220,40.79101563,1,1,11.16
9.0,1.96,0.0,0.5,317,1,0,2,220,40.76374817,6,1,11.76
32.5,4.0,0.0,0.5,354,1,2,2,220,40.67121887,3,1,37.3
6.5,1.46,0.0,0.5,311,1,0,2,220,40.76204681,1,1,8.76
7.0,1.0,0.0,0.5,311,1,0,2,220,40.71524811,1,1,8.8
8.5,1.86,0.0,0.5,313,1,0,2,220,40.70655823,3,1,11.16
21.0,0.0,0.0,0.5,336,2,2,2,220,40.7779007,1,1,21.8
14.0,2.96,0.0,0.5,323,1,0,2,220,40.7277832,2,1,17.76
7.0,1.56,0.0,0.5,311,1,0,2,220,40.75383759,1,1,9.36
11.0,2.95,0.0,0.5,321,1,0,2,220,40.75902939,2,1,14.75
7.5,1.66,0.0,0.5,311,1,0,2,220,40.75629044,1,1,9.96
4.5,1.0,0.0,0.5,307,1,0,2,220,40.76719666,1,1,6.3
7.0,1.56,0.0,0.5,311,1,0,2,220,40.72156143,1,1,9.36
12.0,0.0,0.0,0.5,321,2,0,2,220,40.77351761,1,1,12.8
28.5,0.0,0.0,0.5,345,2,2,2,220,40.84132385,2,1,29.3
23.0,0.0,0.0,0.5,319,1,2,2,220,40.77376938,2,1,23.8
12.0,2.56,0.0,0.5,317,1,0,2,220,40.75920105,6,1,15.36
7.5,1.66,0.0,0.5,311,1,0,2,220,40.71466827,6,1,9.96
9.0,1.96,0.0,0.5,313,1,0,2,220,40.71575928,5,1,11.76
8.0,1.76,0.0,0.5,314,1,0,2,220,40.76131821,1,1,10.56
12.0,2.0,0.0,0.5,314,1,0,2,220,40.73675537,1,1,14.8
6.0,1.36,0.0,0.5,311,1,0,2,220,40.75181198,1,1,8.16
9.5,2.06,0.0,0.5,316,1,0,2,220,40.75046158,1,1,12.36
8.0,1.0,0.0,0.5,312,1,0,2,220,40.78787994,1,1,9.8
18.0,2.5,0.0,0.5,334,1,0,2,220,40.76448822,4,1,21.3
14.0,2.96,0.0,0.5,318,1,2,2,220,40.70341492,1,1,17.76
15.5,1.6,0.0,0.5,327,1,0,2,220,40.75886917,1,1,17.9
13.5,2.0,0.0,0.5,319,1,0,2,220,40.73947525,1,1,16.3
10.5,2.26,0.0,0.5,319,1,0,2,220,40.75566864,4,1,13.56
9.5,2.58,0.0,0.5,315,1,0,2,220,40.77987671,5,1,12.88
7.5,0.83,0.0,0.5,312,1,0,2,220,40.77299118,1,1,9.13
17.5,3.0,0.0,0.5,329,1,2,2,220,40.73955536,1,1,21.3
13.0,1.0,0.0,0.5,324,1,0,2,220,40.75516891,1,1,14.8
13.0,3.45,0.0,0.5,321,1,0,2,220,40.74153137,1,1,17.25
4.5,1.59,0.0,0.5,308,1,0,2,220,40.78839874,1,1,6.89
15.5,4.08,0.0,0.5,324,1,2,2,220,40.78482819,1,1,20.38
11.0,1.0,0.0,0.5,320,1,0,2,220,40.73048782,1,1,12.8
13.0,2.76,0.0,0.5,318,1,0,2,220,40.74795151,2,1,16.56
18.0,3.76,0.0,0.5,321,1,2,2,220,40.70741272,6,1,22.56
11.5,3.08,0.0,0.5,320,1,0,2,220,40.75247574,2,1,15.38
9.5,1.0,0.0,0.5,316,1,0,2,220,40.73624039,1,1,11.3
8.0,0.0,0.0,0.5,313,2,0,2,220,40.76387024,6,1,8.8
5.0,0.0,0.0,0.5,309,2,0,2,220,40.759655,2,1,5.8
14.5,0.0,0.0,0.5,323,2,0,2,220,40.7151413,1,1,15.3
7.0,1.56,0.0,0.5,312,1,0,2,220,40.7555809,1,1,9.36
8.5,2.32,0.0,0.5,315,1,0,2,220,40.70681381,1,1,11.62
24.0,4.96,0.0,0.5,328,1,2,2,220,40.87244034,1,1,29.76
15.0,3.95,0.0,0.5,327,1,2,2,220,40.7567215,4,1,19.75
11.0,2.0,0.0,0.5,317,1,0,2,220,40.73171616,1,1,13.8
10.0,0.0,0.0,0.5,315,2,0,2,220,40.72374344,2,1,10.8
6.5,2.19,0.0,0.5,310,1,0,2,220,40.75502014,6,1,9.49
4.5,0.0,0.0,0.5,307,2,0,2,220,40.77364731,1,1,5.3
14.0,1.0,0.0,0.5,324,1,0,2,220,40.75041962,5,1,15.8
6.0,1.36,0.0,0.5,310,1,0,2,220,40.69374847,1,1,8.16
8.0,1.76,0.0,0.5,314,1,0,2,220,40.74938583,1,1,10.56
26.0,0.0,0.0,0.5,336,1,2,2,220,40.74443054,1,1,26.8
5.5,0.0,0.0,0.5,309,2,0,2,220,40.75941086,1,1,6.3
12.5,2.66,0.0,0.5,320,1,0,2,220,40.74459076,1,1,15.96
5.5,0.0,0.0,0.5,310,2,0,2,220,40.76166153,1,1,6.3
11.0,0.0,0.0,0.5,320,2,0,2,220,40.7562027,1,1,11.8
7.5,0.0,0.0,0.5,310,2,0,2,220,40.75043106,5,1,8.3
11.5,3.08,0.0,0.5,317,1,0,2,220,40.75279999,1,1,15.38
9.5,0.0,0.0,0.5,316,2,0,2,220,40.77563095,5,1,10.3
11.0,0.0,0.0,0.5,319,2,0,2,220,40.76308823,1,1,11.8
19.0,1.0,0.0,0.5,318,1,2,2,220,40.70642853,1,1,20.8
10.5,2.26,0.0,0.5,318,1,0,2,220,40.75430298,1,1,13.56
15.5,0.0,0.0,0.5,328,1,0,2,220,40.755867,1,1,16.3
17.0,2.5,0.0,0.5,324,1,2,2,220,40.75654984,1,1,20.3
11.5,3.08,0.0,0.5,318,1,0,2,220,40.70283127,1,1,15.38
8.0,2.2,0.0,0.5,315,1,0,2,220,40.73015213,1,1,11.0
13.0,0.0,0.0,0.5,323,2,0,2,220,40.77045822,1,1,13.8
16.5,4.32,0.0,0.5,322,1,2,2,220,40.70237732,1,1,21.62
12.5,2.66,0.0,0.5,323,1,0,2,220,40.7542305,1,1,15.96
18.5,3.0,0.0,0.5,327,1,2,2,220,40.74552536,2,1,22.3
12.0,1.0,0.0,0.5,319,1,0,2,220,40.75429916,1,1,13.8
14.5,3.82,0.0,0.5,324,1,2,2,220,40.76177597,1,1,19.12
4.0,0.96,0.0,0.5,307,1,0,2,220,40.74953842,1,1,5.76
14.5,3.06,0.0,0.5,321,1,2,2,220,40.74312592,5,1,18.36
8.0,0.0,0.0,0.5,314,2,0,2,220,40.75606918,1,1,8.8
14.5,0.0,0.0,0.5,325,2,0,2,220,40.72863007,6,1,15.3
8.0,0.8,0.0,0.5,314,1,0,2,220,40.76560974,4,1,9.6
17.5,3.66,0.0,0.5,332,1,0,2,220,40.76588058,2,1,21.96
18.5,3.86,0.0,0.5,323,1,2,2,220,40.70740891,3,1,23.16
11.5,2.0,0.0,0.5,319,1,0,2,220,40.76293182,5,1,14.3
6.0,1.36,0.0,0.5,310,1,0,2,220,40.74993896,5,1,8.16
8.5,1.86,0.0,0.5,313,1,0,2,220,40.75434113,2,1,11.16
17.0,3.56,0.0,0.5,326,1,2,2,220,40.72987747,1,1,21.36
21.5,3.34,0.0,0.5,326,1,2,2,220,40.70343018,2,1,25.64
7.5,1.66,0.0,0.5,313,1,0,2,220,40.75558853,4,1,9.96
6.0,0.0,0.0,0.5,310,2,0,2,220,40.77853775,1,1,6.8
6.0,1.7,0.0,0.5,309,1,0,2,220,40.76810074,1,1,8.5
8.0,1.76,0.0,0.5,314,1,0,2,220,40.74705887,2,1,10.56
14.0,1.5,0.0,0.5,318,1,0,2,220,40.74427032,2,1,16.3
6.5,1.46,0.0,0.5,311,1,0,2,220,40.74599838,1,1,8.76
12.5,2.66,0.0,0.5,323,1,0,2,220,40.75340652,5,1,15.96
11.0,2.36,0.0,0.5,318,1,0,2,220,40.76340103,6,1,14.16
8.0,2.64,0.0,0.5,314,1,0,2,220,40.7372551,2,1,11.44
10.0,0.0,0.0,0.5,317,2,0,2,220,40.71362686,1,1,10.8
11.0,1.77,0.0,0.5,318,1,0,2,220,40.75220871,3,1,13.57
9.5,2.06,0.0,0.5,317,1,0,2,220,40.76348114,5,1,12.36
13.0,2.0,0.0,0.5,324,1,0,2,220,40.77170181,2,1,15.8
9.5,1.7,0.0,0.5,318,1,0,2,220,40.75416565,1,1,12.0
17.0,0.0,0.0,0.5,323,2,2,2,220,40.7111969,1,1,17.8
4.0,0.96,0.0,0.5,307,1,0,2,220,40.76749039,2,1,5.76
5.0,1.0,0.0,0.5,309,1,0,2,220,40.78438187,6,1,6.8
7.0,0.0,0.0,0.5,312,2,0,2,220,40.74264145,1,1,7.8
7.5,0.0,0.0,0.5,314,2,0,2,220,40.75484848,1,1,8.3
10.5,2.82,0.0,0.5,317,1,0,2,220,40.76743698,1,1,14.12
11.5,0.0,0.0,0.5,319,2,0,2,220,40.7707634,5,1,12.3
7.5,1.66,0.0,0.5,313,1,0,2,220,40.72071075,1,1,9.96
18.0,3.76,0.0,0.5,331,1,2,2,220,40.76068115,6,1,22.56
25.5,6.58,0.0,0.5,329,1,2,2,220,40.76496124,2,1,32.88
5.0,1.16,0.0,0.5,308,1,0,2,220,40.73815155,1,1,6.96
9.5,2.06,0.0,0.5,316,1,0,2,220,40.73540878,1,1,12.36
7.5,1.66,0.0,0.5,314,1,0,2,220,40.762146,1,1,9.96
8.5,0.0,0.0,0.5,311,2,0,2,220,40.70814896,1,1,9.3
5.0,1.74,0.0,0.5,307,1,0,2,220,40.77944946,3,1,7.54
18.0,1.8,0.0,0.5,334,1,2,2,220,40.74592209,5,1,20.6
6.0,1.7,0.0,0.5,311,1,0,2,220,40.74840927,1,1,8.5
7.5,1.66,0.0,0.5,311,1,0,2,220,40.75003052,1,1,9.96
26.0,5.36,0.0,0.5,334,1,2,2,220,40.77635956,1,1,32.16
14.5,0.0,0.0,0.5,324,1,0,2,220,40.80031967,5,1,15.3
6.0,1.36,0.0,0.5,310,1,0,2,220,40.74729156,1,1,8.16
7.0,1.56,0.0,0.5,312,1,0,2,220,40.75915527,1,1,9.36
15.5,3.26,0.0,0.5,325,1,0,2,220,40.75845718,1,1,19.56
8.5,1.86,0.0,0.5,312,1,0,2,220,40.72576141,1,1,11.16
15.0,0.0,0.0,0.5,321,2,2,2,220,40.73909378,1,1,15.8
12.5,0.0,0.0,0.5,322,2,0,2,220,40.75734711,5,1,13.3
8.0,2.2,0.0,0.5,315,1,0,2,220,40.75330353,5,1,11.0
5.5,1.58,0.0,0.5,310,1,0,2,220,40.76388168,2,1,7.88
10.0,2.7,0.0,0.5,317,1,0,2,220,40.75387573,5,1,13.5
20.5,4.26,0.0,0.5,336,1,2,2,220,40.75516891,1,1,25.56
8.5,1.86,0.0,0.5,316,1,0,2,220,40.75402069,1,1,11.16
28.5,5.86,0.0,0.5,331,1,2,2,220,40.70220947,1,1,35.16
7.0,1.0,0.0,0.5,310,1,0,2,220,40.74177551,1,1,8.8
7.5,2.08,0.0,0.5,315,1,0,2,220,40.7611351,1,1,10.38
20.5,4.7,0.0,0.5,331,1,2,2,220,40.71384048,1,1,26.0
13.0,2.76,0.0,0.5,317,1,0,2,220,40.68630219,1,1,16.56
4.5,1.0,0.0,0.5,307,1,0,2,220,40.78133392,1,1,6.3
9.5,1.0,0.0,0.5,317,1,0,2,220,40.76847076,6,1,11.3
5.0,1.16,0.0,0.5,308,1,0,2,220,40.78123856,6,1,6.96
9.5,1.3,0.0,0.5,316,1,0,2,220,40.75575638,2,1,11.6
